name,official_name
sveriges ambassad komorerna,Sveriges ambassad Komorerna
sveriges ambassad demokratiska republiken kongo,Sveriges ambassad Demokratiska republiken Kongo
sveriges ambassad kuwait,Sveriges ambassad Kuwait
sveriges ambassad lesotho,Sveriges ambassad Lesotho
sveriges ambassad liechtenstein,Sveriges ambassad Liechtenstein
sveriges ambassad luxemburg,Sveriges ambassad Luxemburg
sveriges ambassad madagaskar,Sveriges ambassad Madagaskar
sveriges ambassad malawi,Sveriges ambassad Malawi
sveriges ambassad maldiverna,Sveriges ambassad Maldiverna
sveriges ambassad marshallöarna,Sveriges ambassad Marshallöarna
sveriges ambassad mauretanien,Sveriges ambassad Mauretanien
sveriges ambassad mauritius,Sveriges ambassad Mauritius
sveriges ambassad mikronesien,Sveriges ambassad Mikronesien
sveriges ambassad monaco,Sveriges ambassad Monaco
sveriges ambassad mongoliet,Sveriges ambassad Mongoliet
sveriges ambassad montenegro,Sveriges ambassad Montenegro
sveriges ambassad myanmar,Sveriges ambassad Myanmar
sveriges ambassad windhoek,Sveriges ambassad Windhoek
sveriges ambassad nepal,Sveriges ambassad Nepal
sveriges ambassad niger,Sveriges ambassad Niger
sveriges ambassad nya zeeland,Sveriges ambassad Nya Zeeland
sveriges ambassad oman,Sveriges ambassad Oman
sveriges ambassad palau,Sveriges ambassad Palau
sveriges ambassad panama,Sveriges ambassad Panama
sveriges ambassad papua nya guinea,Sveriges ambassad Papua Nya Guinea
sveriges ambassad paraguay,Sveriges ambassad Paraguay
sveriges generalkonsulat sankt petersburg,Sveriges generalkonsulat Sankt Petersburg
sveriges ambassad salomonöarna,Sveriges ambassad Salomonöarna
sveriges ambassad samoa,Sveriges ambassad Samoa
sveriges ambassad san marino,Sveriges ambassad San Marino
sveriges ambassad sao tomé och principe,Sveriges ambassad Sao Tomé och Principe
kansliet för de stockholmsbaserde sändebuden,Kansliet för de Stockholmsbaserde sändebuden
sveriges ambassad seychellerna,Sveriges ambassad Seychellerna
sveriges konsulat bratislava,Sveriges konsulat Bratislava
sveriges konsulat ljubljana,Sveriges konsulat Ljubljana
sveriges ambassad somalia,Sveriges ambassad Somalia
sveriges ambassad sri lanka,Sveriges ambassad Sri Lanka
kansliet för de stockholmsbaserade sändebuden surinam,Kansliet för de Stockholmsbaserade sändebuden Surinam
sveriges ambassad swaziland,Sveriges ambassad Swaziland
sveriges ambassad sydsudan,Sveriges ambassad Sydsudan
sveriges ambassad tchad,Sveriges ambassad Tchad
sveriges ambassad tonga,Sveriges ambassad Tonga
sveriges generalkonsulat hamburg,Sveriges generalkonsulat Hamburg
sveriges ambassad uruguay,Sveriges ambassad Uruguay
sveriges ambassad vanuatu,Sveriges ambassad Vanuatu
sveriges ambassad venezuela,Sveriges ambassad Venezuela
sveriges ständiga delegation vid organisationen för säkerhet och samarbete i europa,Sveriges ständiga delegation vid organisationen för säkerhet och samarbete i Europa
osse,Sveriges ständiga delegation vid organisationen för säkerhet och samarbete i Europa
kansliet för de stockholmsbaseade sändebuden,Kansliet för de Stockholmsbaseade sändebuden
